chr	start	end
chr3	192126322	192126822
chr3	192232073	192232573
chr3	193586853	193587353
chr3	193858200	193858700
chr3	193987426	193987926
chr3	194053671	194054171
chr3	194118102	194118602
chr3	194208386	194208886
chr3	195270554	195271054
chr3	195488596	195489096
chr3	195614589	195615089
chr3	195934713	195935213
chr3	196255496	196255996
chr3	196359702	196360202
chr3	196365895	196366395
chr3	196387297	196387797
chr3	196594077	196594577
chr3	196728959	196729459
chr3	196755627	196756127
chr3	197282106	197282606
chr3	197478263	197478763
chr3	197517484	197517984
chr3	197840491	197840991
chr4	107647	108147
chr4	206378	206878
chr4	298304	298804
chr4	379900	380400
chr4	493340	493840
chr4	572514	573014
chr4	682844	683344
chr4	737925	738425
chr4	779072	779572
chr4	785619	786119
chr4	829149	829649
chr4	892412	892912
chr4	951314	951814
chr4	964506	965006
chr4	985604	986104
chr4	995239	995739
chr4	1016025	1016525
chr4	1029180	1029680
chr4	1051153	1051653
chr4	1166128	1166628
chr4	1188186	1188686
chr4	1221444	1221944
chr4	1243413	1243913
chr4	1303491	1303991
chr4	1363647	1364147
chr4	1400792	1401292
chr4	1535043	1535543
chr4	1569401	1569901
chr4	1580051	1580551
chr4	1714768	1715268
chr4	1768510	1769010
chr4	1802943	1803443
chr4	1871682	1872182
chr4	1994663	1995163
chr4	2007715	2008215
chr4	2065429	2065929
chr4	2305515	2306015
chr4	2421311	2421811
chr4	2469720	2470220
chr4	2819500	2820000
chr4	2933645	2934145
chr4	3043019	3043519
chr4	3293215	3293715
chr4	3374734	3375234
chr4	3485964	3486464
chr4	3533144	3533644
chr4	4250267	4250767
chr4	4866614	4867114
chr4	5892204	5892704
chr4	6247202	6247702
chr4	6666172	6666672
chr4	6782873	6783373
chr4	6987806	6988306
chr4	7043809	7044309
chr4	7053818	7054318
chr4	7593370	7593870
chr4	7774496	7774996
chr4	8582537	8583037
chr4	8749205	8749705
chr4	8869938	8870438
chr4	8892872	8893372
chr4	9382729	9383229
chr4	9535267	9535767
chr4	9784536	9785036
chr4	10020482	10020982
chr4	10117076	10117576
chr4	10459130	10459630
chr4	11428915	11429415
chr4	13533063	13533563
chr4	13537647	13538147
chr4	13544063	13544563
chr4	14864509	14865009
chr4	15657365	15657865
chr4	15703141	15703641
chr4	15780999	15781499
chr4	16085696	16086196
chr4	17512810	17513310
chr4	17616676	17617176
chr4	24801610	24802110
chr4	25090107	25090607
chr4	25161282	25161782
chr4	25865261	25865761
chr4	25916853	25917353
chr4	30724354	30724854
chr4	37891657	37892157
chr4	38664150	38664650
chr4	38869402	38869902
chr4	39448185	39448685
chr4	40632241	40632741
chr4	40752843	40753343
chr4	40858385	40858885
chr4	41259760	41260260
chr4	41646293	41646793
chr4	41748009	41748509
chr4	41868386	41868886
chr4	41875446	41875946
chr4	41884725	41885225
chr4	42152767	42153267
chr4	42398153	42398653
chr4	48486363	48486863
chr4	48493118	48493618
chr4	48988291	48988791
chr4	52918389	52918889
chr4	52942979	52943479
chr4	53727538	53728038
chr4	54959480	54959980
chr4	54967664	54968164
chr4	54975388	54975888
chr4	55091962	55092462
chr4	55990903	55991403
chr4	56023751	56024251
chr4	56659627	56660127
chr4	57521122	57521622
chr4	62383014	62383514
chr4	72897565	72898065
chr4	74809870	74810370
chr4	74847529	74848029
chr4	74864114	74864614
chr4	76555867	76556367
chr4	77173088	77173588
chr4	77228355	77228855
chr4	77507078	77507578
chr4	77723093	77723593
chr4	77819516	77820016
chr4	78977366	78977866
chr4	80992876	80993376
chr4	81106762	81107262
chr4	81110388	81110888
chr4	81118138	81118638
chr4	81128009	81128509
chr4	81189495	81189995
chr4	83718510	83719010
chr4	84204882	84205382
chr4	84405197	84405697
chr4	85403765	85404265
chr4	85421998	85422498
chr4	87812673	87813173
chr4	89079257	89079757
chr4	89378724	89379224
chr4	90757009	90757509
chr4	94755787	94756287
chr4	99580143	99580643
chr4	101111647	101112147
chr4	103682837	103683337
chr4	104640560	104641060
chr4	106066474	106066974
chr4	108641846	108642346
chr4	108745330	108745830
chr4	108911771	108912271
chr4	109092748	109093248
chr4	111119963	111120463
chr4	111533648	111534148
chr4	111539729	111540229
chr4	111555380	111555880
chr4	111560564	111561064
chr4	113207333	113207833
chr4	113332942	113333442
chr4	113432326	113432826
chr4	113443682	113444182
chr4	122302068	122302568
chr4	122685361	122685861
chr4	122790701	122791201
chr4	123747241	123747741
chr4	124320808	124321308
chr4	126238396	126238896
chr4	128704331	128704831
chr4	128885005	128885505
chr4	140100252	140100752
chr4	140200065	140200565
chr4	140656463	140656963
chr4	145566243	145566743
chr4	147561732	147562232
chr4	147576610	147577110
chr4	148652349	148652849
chr4	151504264	151504764
chr4	152019971	152020471
chr4	152245692	152246192
chr4	152329325	152329825
chr4	154073384	154073884
chr4	154143433	154143933
chr4	154709013	154709513
chr4	155253631	155254131
chr4	155413624	155414124
chr4	155662179	155662679
chr4	158142905	158143405
chr4	160023288	160023788
chr4	164414910	164415410
chr4	165304329	165304829
chr4	166034369	166034869
chr4	169798587	169799087
chr4	170189858	170190358
chr4	170695490	170695990
chr4	170948767	170949267
chr4	172734735	172735235
chr4	174421848	174422348
chr4	174428392	174428892
chr4	174444415	174444915
chr4	174446834	174447334
chr4	174458701	174459201
chr4	175135760	175136260
chr4	183062279	183062779
chr4	184018331	184018831
chr4	184320065	184320565
chr4	184642915	184643415
chr4	184719764	184720264
chr4	185018391	185018891
chr4	185089688	185090188
chr4	185724435	185724935
chr4	185747558	185748058
chr4	186318144	186318644
chr4	186545255	186545755
chr4	186559032	186559532
chr4	187026733	187027233
chr4	189203715	189204215
chr4	190942426	190942926
chr5	171211	171711
chr5	322289	322789
chr5	346450	346950
chr5	368686	369186
chr5	496251	496751
chr5	643428	643928
chr5	668784	669284
chr5	893523	894023
chr5	913995	914495
chr5	957286	957786
chr5	1003938	1004438
chr5	1060045	1060545
chr5	1073561	1074061
chr5	1091580	1092080
chr5	1110303	1110803
chr5	1201444	1201944
chr5	1227477	1227977
chr5	1245945	1246445
chr5	1295650	1296150
chr5	1416293	1416793
chr5	1481764	1482264
chr5	1494854	1495354
chr5	1552036	1552536
chr5	1594739	1595239
chr5	1702286	1702786
chr5	1875908	1876408
chr5	1952495	1952995
chr5	2007816	2008316
chr5	2112337	2112837
chr5	2135298	2135798
chr5	2739954	2740454
chr5	2755369	2755869
chr5	2866700	2867200
chr5	3601145	3601645
chr5	3854537	3855037
chr5	5139442	5139942
chr5	5304264	5304764
chr5	5495162	5495662
chr5	6450254	6450754
chr5	7394987	7395487
chr5	7849946	7850446
chr5	8457433	8457933
chr5	9546693	9547193
chr5	10307021	10307521
chr5	10562817	10563317
chr5	14870392	14870892
chr5	16180565	16181065
chr5	16937056	16937556
chr5	28927606	28928106
chr5	31854504	31855004
chr5	32713411	32713911
chr5	33937169	33937669
chr5	36744332	36744832
chr5	37835672	37836172
chr5	38845003	38845503
chr5	40756038	40756538
chr5	40835742	40836242
chr5	41509784	41510284
chr5	41869164	41869664
chr5	41924790	41925290
chr5	42944267	42944767
chr5	42950077	42950577
chr5	42992034	42992534
chr5	43000344	43000844
chr5	43018969	43019469
chr5	43037760	43038260
chr5	45694395	45694895
chr5	50694985	50695485
chr5	53604933	53605433
chr5	54179864	54180364
chr5	54525768	54526268
chr5	55775605	55776105
chr5	59188047	59188547
chr5	59996375	59996875
chr5	60138360	60138860
chr5	60626006	60626506
chr5	60922035	60922535
chr5	61603618	61604118
chr5	63256045	63256545
chr5	63460949	63461449
chr5	63802782	63803282
chr5	68711308	68711808
chr5	71014918	71015418
chr5	72415612	72416112
chr5	72526204	72526704
chr5	72599648	72600148
chr5	72676621	72677121
chr5	72731822	72732322
chr5	72740552	72741052
chr5	72793541	72794041
chr5	74161037	74161537
chr5	74349742	74350242
chr5	75380899	75381399
chr5	75697760	75698260
chr5	76010621	76011121
chr5	76114063	76114563
chr5	76248936	76249436
chr5	76327121	76327621
chr5	76477046	76477546
chr5	76936818	76937318
chr5	77140043	77140543
chr5	77146999	77147499
chr5	77253333	77253833
chr5	77655418	77655918
chr5	77805754	77806254
chr5	78533532	78534032
chr5	79553870	79554370
chr5	79785136	79785636
chr5	80256905	80257405
chr5	87436096	87436596
chr5	87955139	87955639
chr5	87971136	87971636
chr5	87979879	87980379
chr5	87985471	87985971
chr5	88184725	88185225
chr5	92906740	92907240
chr5	92924271	92924771
chr5	92929269	92929769
chr5	92937796	92938296
chr5	92957321	92957821
chr5	94889408	94889908
chr5	95295869	95296369
chr5	95767875	95768375
chr5	96144103	96144603
chr5	100240068	100240568
chr5	112042580	112043080
chr5	112824257	112824757
chr5	113392072	113392572
chr5	114506411	114506911
chr5	114514717	114515217
chr5	114938114	114938614
chr5	115154349	115154849
chr5	115297108	115297608
chr5	115697135	115697635
chr5	115911898	115912398
chr5	118324348	118324848
chr5	118691402	118691902
chr5	122430838	122431338
chr5	125936023	125936523
chr5	126626554	126627054
chr5	127417595	127418095
chr5	127871959	127872459
chr5	128301301	128301801
chr5	131562595	131563095
chr5	132113449	132113949
chr5	132158789	132159289
chr5	132201402	132201902
chr5	133341101	133341601
chr5	133406308	133406808
chr5	133449321	133449821
chr5	133562641	133563141
chr5	134073084	134073584
chr5	134375593	134376093
chr5	134385968	134386468
chr5	134735097	134735597
chr5	134825004	134825504
chr5	134870241	134870741
chr5	134878944	134879444
chr5	135266349	135266849
chr5	135415570	135416070
chr5	135527057	135527557
chr5	137224487	137224987
chr5	137610106	137610606
chr5	137802116	137802616
chr5	138090160	138090660
chr5	138610321	138610821
chr5	138727711	138728211
chr5	139017134	139017634
chr5	139026444	139026944
chr5	139076543	139077043
chr5	139089313	139089813
chr5	139143966	139144466
chr5	139228106	139228606
chr5	139488432	139488932
chr5	139525538	139526038
chr5	139779808	139780308
chr5	140011483	140011983
chr5	140165959	140166459
chr5	140174574	140175074
chr5	140180845	140181345
chr5	140201441	140201941
chr5	140207726	140208226
chr5	140214069	140214569
chr5	140221008	140221508
chr5	140248790	140249290
chr5	140255159	140255659
chr5	140262885	140263385
chr5	140306213	140306713
chr5	140346606	140347106
chr5	140474100	140474600
chr5	140479547	140480047
chr5	140514812	140515312
chr5	140529658	140530158
chr5	140535897	140536397
chr5	140554182	140554682
chr5	140561932	140562432
chr5	140589745	140590245
chr5	140595009	140595509
chr5	140615392	140615892
chr5	140620865	140621365
chr5	140710298	140710798
chr5	140723130	140723630
chr5	140731240	140731740
chr5	140745175	140745675
chr5	140750051	140750551
chr5	140778902	140779402
chr5	140788948	140789448
chr5	140800859	140801359
chr5	140811340	140811840
chr5	140856387	140856887
chr5	140864528	140865028
chr5	140869565	140870065
chr5	140892414	140892914
chr5	141132812	141133312
chr5	141262989	141263489
chr5	141487817	141488317
chr5	141705250	141705750
chr5	142781572	142782072
chr5	143978230	143978730
chr5	145719290	145719790
chr5	148651921	148652421
chr5	148960298	148960798
chr5	149111571	149112071
chr5	149681479	149681979
chr5	150035469	150035969
chr5	150052117	150052617
chr5	150284386	150284886
chr5	150325905	150326405
chr5	151150015	151150515
chr5	151304727	151305227
chr5	153859557	153860057
chr5	153990958	153991458
chr5	154026319	154026819
chr5	154070761	154071261
chr5	154236509	154237009
chr5	155109505	155110005
chr5	157001469	157001969
chr5	157171506	157172006
chr5	158532407	158532907
chr5	158689514	158690014
chr5	159844497	159844997
chr5	168726430	168726930
chr5	169533081	169533581
chr5	170171689	170172189
chr5	170289380	170289880
chr5	170740670	170741170
chr5	170847761	170848261
chr5	170877299	170877799
chr5	171057072	171057572
chr5	172068787	172069287
chr5	172175481	172175981
chr5	172198983	172199483
chr5	172410192	172410692
chr5	172663341	172663841
chr5	173314432	173314932
chr5	174151870	174152370
chr5	174158681	174159181
chr5	174870754	174871254
chr5	175085505	175086005
chr5	175199816	175200316
chr5	175843619	175844119
chr5	176046644	176047144
chr5	176107069	176107569
chr5	176239762	176240262
chr5	176433855	176434355
chr5	176514387	176514887
chr5	176518658	176519158
chr5	176543401	176543901
chr5	176559853	176560353
chr5	176734532	176735032
chr5	176829424	176829924
chr5	176858863	176859363
chr5	176925305	176925805
chr5	176981790	176982290
chr5	177034216	177034716
chr5	177411843	177412343
chr5	177541708	177542208
chr5	177592656	177593156
chr5	178004124	178004624
chr5	178367621	178368121
chr5	178420226	178420726
chr5	178450131	178450631
chr5	178487647	178488147
chr5	178986014	178986514
chr5	179051316	179051816
chr5	179105670	179106170
chr5	179158968	179159468
chr5	179286251	179286751
chr5	179499792	179500292
chr5	179635078	179635578
chr5	179779115	179779615
chr5	180018600	180019100
chr5	180230876	180231376
chr5	180541652	180542152
chr5	180596364	180596864
chr5	180611554	180612054
chr5	180614658	180615158
chr5	180632982	180633482
chr6	291449	291949
chr6	390689	391189
chr6	710835	711335
chr6	1393446	1393946
chr6	1554763	1555263
chr6	1608091	1608591
chr6	2244619	2245119
chr6	2891930	2892430
chr6	3228917	3229417
chr6	3750289	3750789
chr6	6002910	6003410
chr6	7050997	7051497
chr6	7107076	7107576
chr6	7540519	7541019
chr6	7590900	7591400
chr6	9399094	9399594
chr6	10381559	10382059
chr6	10390539	10391039
chr6	10398574	10399074
chr6	10422110	10422610
chr6	10693618	10694118
chr6	10883347	10883847
chr6	11044914	11045414
chr6	13014474	13014974
chr6	13767487	13767987
chr6	15661945	15662445
chr6	16238090	16238590
chr6	17102310	17102810
chr6	18122251	18122751
chr6	19691911	19692411
chr6	24360220	24360720
chr6	24776047	24776547
chr6	25652381	25652881
chr6	25882328	25882828
chr6	26172534	26173034
chr6	26195571	26196071
chr6	26215212	26215712
chr6	26225387	26225887
chr6	26240698	26241198
chr6	26251816	26252316
chr6	26270846	26271346
chr6	26284424	26284924
chr6	26522448	26522948
chr6	26598547	26599047
chr6	26613514	26614014
chr6	27101675	27102175
chr6	27107139	27107639
chr6	27228101	27228601
chr6	27482889	27483389
chr6	27647794	27648294
chr6	27798491	27798991
chr6	27831621	27832121
chr6	27858167	27858667
chr6	28226980	28227480
chr6	28351123	28351623
chr6	28456569	28457069
chr6	28583935	28584435
chr6	28753870	28754370
chr6	28780858	28781358
chr6	28956107	28956607
chr6	28983919	28984419
chr6	29521611	29522111
chr6	29796054	29796554
chr6	29818086	29818586
chr6	29910703	29911203
chr6	29943403	29943903
chr6	30029437	30029937
chr6	30043382	30043882
chr6	30095174	30095674
chr6	30139719	30140219
chr6	30457870	30458370
chr6	30639932	30640432
chr6	30689837	30690337
chr6	30711308	30711808
chr6	30875143	30875643
chr6	30882534	30883034
chr6	31650582	31651082
chr6	31696395	31696895
chr6	31830800	31831300
chr6	31868898	31869398
chr6	31938731	31939231
chr6	32064534	32065034
chr6	32121091	32121591
chr6	32812495	32812995
chr6	33048417	33048917
chr6	33084741	33085241
chr6	33159992	33160492
chr6	33245178	33245678
chr6	33396093	33396593
chr6	33560893	33561393
chr6	34024202	34024702
chr6	34110236	34110736
chr6	34203568	34204068
chr6	34433912	34434412
chr6	34494491	34494991
chr6	34858105	34858605
chr6	35107802	35108302
chr6	35149972	35150472
chr6	35436811	35437311
chr6	35698726	35699226
chr6	35887480	35887980
chr6	36098540	36099040
chr6	36355778	36356278
chr6	36392071	36392571
chr6	36628587	36629087
chr6	36808382	36808882
chr6	36930429	36930929
chr6	37504039	37504539
chr6	37616394	37616894
chr6	37663762	37664262
chr6	38608206	38608706
chr6	38682950	38683450
chr6	39195818	39196318
chr6	39280636	39281136
chr6	40567267	40567767
chr6	41339237	41339737
chr6	41376528	41377028
chr6	41471817	41472317
chr6	41516153	41516653
chr6	41528267	41528767
chr6	41561222	41561722
chr6	41604584	41605084
chr6	41650673	41651173
chr6	41773455	41773955
chr6	41909746	41910246
chr6	42017744	42018244
chr6	42072533	42073033
chr6	42109905	42110405
chr6	42145848	42146348
chr6	42421511	42422011
chr6	42532985	42533485
chr6	42694464	42694964
chr6	42927719	42928219
chr6	43044545	43045045
chr6	43237261	43237761
chr6	43243594	43244094
chr6	43250672	43251172
chr6	43276420	43276920
chr6	43335981	43336481
chr6	43394689	43395189
chr6	43545625	43546125
chr6	43597791	43598291
chr6	43612715	43613215
chr6	43739633	43740133
chr6	43970574	43971074
chr6	44190687	44191187
chr6	44244086	44244586
chr6	45631487	45631987
chr6	45982378	45982878
chr6	48036138	48036638
chr6	50690650	50691150
chr6	50813143	50813643
chr6	50818181	50818681
chr6	52226254	52226754
chr6	52858566	52859066
chr6	53412121	53412621
chr6	53516820	53517320
chr6	53660755	53661255
chr6	54711154	54711654
chr6	56111689	56112189
chr6	71276042	71276542
chr6	71667361	71667861
chr6	72129009	72129509
chr6	74024403	74024903
chr6	74160087	74160587
chr6	74232963	74233463
chr6	75794381	75794881
chr6	75911580	75912080
chr6	76457938	76458438
chr6	78172232	78172732
chr6	78359858	78360358
chr6	79577659	79578159
chr6	79944404	79944904
chr6	82463634	82464134
chr6	83901607	83902107
chr6	84140913	84141413
chr6	85482570	85483070
chr6	86158926	86159426
chr6	87862027	87862527
chr6	88877398	88877898
chr6	90538455	90538955
chr6	90597272	90597772
chr6	91004296	91004796
chr6	91319891	91320391
chr6	96463870	96464370
chr6	97344767	97345267
chr6	99273395	99273895
chr6	99295280	99295780
chr6	99395803	99396303
chr6	100066480	100066980
chr6	100895508	100896008
chr6	100914992	100915492
chr6	101847267	101847767
chr6	105400878	105401378
chr6	106429112	106429612
chr6	106433985	106434485
chr6	106440487	106440987
chr6	106960733	106961233
chr6	107434955	107435455
chr6	107781236	107781736
chr6	107809067	107809567
chr6	107955164	107955664
chr6	108440610	108441110
chr6	108489172	108489672
chr6	108496155	108496655
chr6	108582717	108583217
chr6	108615462	108615962
chr6	108883331	108883831
chr6	109417061	109417561
chr6	109760396	109760896
chr6	109777195	109777695
chr6	109803595	109804095
chr6	110300366	110300866
chr6	110721060	110721560
chr6	110797298	110797798
chr6	111279145	111279645
chr6	111302615	111303115
chr6	111579864	111580364
chr6	116574407	116574907
chr6	116783568	116784068
chr6	117003068	117003568
chr6	117085740	117086240
chr6	117584585	117585085
chr6	117802498	117802998
chr6	117868598	117869098
chr6	117923857	117924357
chr6	119669090	119669590
chr6	125475805	125476305
chr6	129251114	129251614
chr6	132270857	132271357
chr6	132723094	132723594
chr6	133561587	133562087
chr6	134159127	134159627
chr6	134213640	134214140
chr6	134496940	134497440
chr6	137144136	137144636
chr6	137244816	137245316
chr6	137365800	137366300
chr6	137810343	137810843
chr6	138726118	138726618
chr6	139013064	139013564
chr6	139116947	139117447
chr6	139350956	139351456
chr6	139457538	139458038
chr6	142409474	142409974
chr6	143999655	144000155
chr6	144327917	144328417
chr6	144385895	144386395
chr6	146350023	146350523
chr6	149641019	149641519
chr6	149888318	149888818
chr6	150039665	150040165
chr6	150071824	150072324
chr6	150246403	150246903
chr6	150390444	150390944
chr6	151560767	151561267
chr6	151814481	151814981
chr6	152128323	152128823
chr6	152623280	152623780
chr6	154360587	154361087
chr6	154832061	154832561
chr6	156718072	156718572
chr6	157040484	157040984
chr6	158403573	158404073
chr6	158507720	158508220
chr6	158937286	158937786
chr6	159290174	159290674
chr6	159360626	159361126
chr6	159589637	159590137
chr6	159654734	159655234
chr6	160113058	160113558
chr6	161100093	161100593
chr6	163520985	163521485
chr6	164051486	164051986
chr6	166140502	166141002
chr6	166217834	166218334
chr6	166267510	166268010
chr6	166402527	166403027
chr6	166583474	166583974
chr6	166667338	166667838
chr6	166711163	166711663
chr6	166720240	166720740
chr6	166825328	166825828
chr6	167317753	167318253
chr6	167506935	167507435
chr6	167765023	167765523
chr6	168079012	168079512
chr6	168107021	168107521
chr6	168197143	168197643
chr6	168225064	168225564
chr6	168435836	168436336
chr6	168449071	168449571
chr6	168502403	168502903
chr6	168772638	168773138
chr6	168840939	168841439
chr6	169640304	169640804
chr6	169977219	169977719
chr6	170190612	170191112
chr6	170532589	170533089
chr6	170574834	170575334
chr6	170580890	170581390
chr6	170588912	170589412
chr6	170606247	170606747
chr7	31004	31504
chr7	119562	120062
chr7	195376	195876
chr7	223049	223549
chr7	306961	307461
chr7	329259	329759
chr7	402463	402963
chr7	409126	409626
chr7	413016	413516
chr7	475599	476099
chr7	492129	492629
chr7	504779	505279
chr7	561112	561612
chr7	600914	601414
chr7	613365	613865
chr7	630337	630837
chr7	644182	644682
chr7	807837	808337
chr7	852961	853461
chr7	906609	907109
chr7	959725	960225
chr7	996402	996902
chr7	1015199	1015699
chr7	1026522	1027022
chr7	1051944	1052444
chr7	1062529	1063029
chr7	1099906	1100406
chr7	1119981	1120481
chr7	1132126	1132626
chr7	1148180	1148680
chr7	1153304	1153804
chr7	1198466	1198966
chr7	1263997	1264497
chr7	1337106	1337606
chr7	1362812	1363312
chr7	1370387	1370887
chr7	1500576	1501076
chr7	1686717	1687217
chr7	1708362	1708862
chr7	1890831	1891331
chr7	1902763	1903263
chr7	1912040	1912540
chr7	1980259	1980759
chr7	2019264	2019764
chr7	2058908	2059408
chr7	2101669	2102169
chr7	2116368	2116868
chr7	2152678	2153178
chr7	2352630	2353130
chr7	2419809	2420309
chr7	2445293	2445793
chr7	2560872	2561372
chr7	2702435	2702935
chr7	2720327	2720827
chr7	2728683	2729183
chr7	2739969	2740469
chr7	2757005	2757505
chr7	2773445	2773945
chr7	2947737	2948237
chr7	2968235	2968735
chr7	4304580	4305080
chr7	4681934	4682434
chr7	4757803	4758303
chr7	4783821	4784321
chr7	4802118	4802618
chr7	4832007	4832507
chr7	4848752	4849252
chr7	4853991	4854491
chr7	4921708	4922208
chr7	5183879	5184379
chr7	5468504	5469004
chr7	5534885	5535385
chr7	5568063	5568563
chr7	5819973	5820473
chr7	6413435	6413935
chr7	6655746	6656246
chr7	6768822	6769322
chr7	8476640	8477140
chr7	8481475	8481975
chr7	11012927	11013427
chr7	12151221	12151721
chr7	12443664	12444164
chr7	12610666	12611166
chr7	12724157	12724657
chr7	16461279	16461779
chr7	16890769	16891269
chr7	18126915	18127415
chr7	19158467	19158967
chr7	19184222	19184722
chr7	20818240	20818740
chr7	21583444	21583944
chr7	23287222	23287722
chr7	23507185	23507685
chr7	23529935	23530435
chr7	23571758	23572258
chr7	25020500	25021000
chr7	25892457	25892957
chr7	25900214	25900714
chr7	26192795	26193295
chr7	26416747	26417247
chr7	26439728	26440228
chr7	27127501	27128001
chr7	27138598	27139098
chr7	27148182	27148682
chr7	27163088	27163588
chr7	27198063	27198563
chr7	27231768	27232268
chr7	27237691	27238191
chr7	27252682	27253182
chr7	27260102	27260602
chr7	27264659	27265159
chr7	27284556	27285056
chr7	27291620	27292120
chr7	28218436	28218936
chr7	28998306	28998806
chr7	29233205	29233705
chr7	29606110	29606610
chr7	29923883	29924383
chr7	30028019	30028519
chr7	30175731	30176231
chr7	31375846	31376346
chr7	32801485	32801985
chr7	34118464	34118964
chr7	35298486	35298986
chr7	35494214	35494714
chr7	36011012	36011512
chr7	36191592	36192092
chr7	38350921	38351421
chr7	39015544	39016044
chr7	39649254	39649754
chr7	39873342	39873842
chr7	40174882	40175382
chr7	41745679	41746179
chr7	42267547	42268047
chr7	43288635	43289135
chr7	44104747	44105247
chr7	44163851	44164351
chr7	44185271	44185771
chr7	44349612	44350112
chr7	44835227	44835727
chr7	44885768	44886268
chr7	45127980	45128480
chr7	45613387	45613887
chr7	47576020	47576520
chr7	48129547	48130047
chr7	49815509	49816009
chr7	50342896	50343396
chr7	50467567	50468067
chr7	50518128	50518628
chr7	50861391	50861891
chr7	51384812	51385312
chr7	52341469	52341969
chr7	53286352	53286852
chr7	54956274	54956774
chr7	55516872	55517372
chr7	56242907	56243407
chr7	56297433	56297933
chr7	56355509	56356009
chr7	56515586	56516086
chr7	57270848	57271348
chr7	57471817	57472317
chr7	62528467	62528967
chr7	63361127	63361627
chr7	63386609	63387109
chr7	63497613	63498113
chr7	63505978	63506478
chr7	63642540	63643040
chr7	63766751	63767251
chr7	63924401	63924901
chr7	64349425	64349925
chr7	65216733	65217233
chr7	65957971	65958471
chr7	66020670	66021170
chr7	70061335	70061835
chr7	71800258	71800758
chr7	72838384	72838884
chr7	72970528	72971028
chr7	72991935	72992435
chr7	73021487	73021987
chr7	73118501	73119001
chr7	73153565	73154065
chr7	73183380	73183880
chr7	73245435	73245935
chr7	73498599	73499099
chr7	73587253	73587753
chr7	73720747	73721247
chr7	73894816	73895316
chr7	74069952	74070452
chr7	75543466	75543966
chr7	75779629	75780129
chr7	76026370	76026870
chr7	76145397	76145897
chr7	77045841	77046341
chr7	77669671	77670171
chr7	80548807	80549307
chr7	82073522	82074022
chr7	86850412	86850912
chr7	87105224	87105724
chr7	90895068	90895568
chr7	91808832	91809332
chr7	92672790	92673290
chr7	94138032	94138532
chr7	94953770	94954270
chr7	95025560	95026060
chr7	96636884	96637384
chr7	96651287	96651787
chr7	97832644	97833144
chr7	97841863	97842363
chr7	97912960	97913460
chr7	98030598	98031098
chr7	98248806	98249306
chr7	98468024	98468524
chr7	98611994	98612494
chr7	98971650	98972150
chr7	98990658	98991158
chr7	99156872	99157372
chr7	99595207	99595707
chr7	99678269	99678769
chr7	99723483	99723983
chr7	99745754	99746254
chr7	99775234	99775734
chr7	100091181	100091681
chr7	100167137	100167637
chr7	100224271	100224771
chr7	100231150	100231650
chr7	100419796	100420296
chr7	100463259	100463759
chr7	100471876	100472376
chr7	100488426	100488926
chr7	100609737	100610237
chr7	100816485	100816985
chr7	100887070	100887570
chr7	100965291	100965791
chr7	101460883	101461383
chr7	102072106	102072606
chr7	102716107	102716607
chr7	102789896	102790396
chr7	103085711	103086211
chr7	103968284	103968784
chr7	105517845	105518345
chr7	108209285	108209785
chr7	112430481	112430981
chr7	113723425	113723925
chr7	114561671	114562171
chr7	116140275	116140775
chr7	116312825	116313325
chr7	117854129	117854629
chr7	121939507	121940007
chr7	121950750	121951250
chr7	123673564	123674064
chr7	124404175	124404675
chr7	127227701	127228201
chr7	127669159	127669659
chr7	127808178	127808678
chr7	127911361	127911861
chr7	127991427	127991927
chr7	128470944	128471444
chr7	128494560	128495060
chr7	128549910	128550410
chr7	128809090	128809590
chr7	128827834	128828334
chr7	129424287	129424787
chr7	129465905	129466405
chr7	130021512	130022012
chr7	130132518	130133018
chr7	130417913	130418413
chr7	135346557	135347057
chr7	136554355	136554855
chr7	137532126	137532626
chr7	138666859	138667359
chr7	138794614	138795114
chr7	139168481	139168981
chr7	139414287	139414787
chr7	139761756	139762256
chr7	140373744	140374244
chr7	141250514	141251014
chr7	142494064	142494564
chr7	143059918	143060418
chr7	143078970	143079470
chr7	143582126	143582626
chr7	145812531	145813031
chr7	148480130	148480630
chr7	148843755	148844255
chr7	148981763	148982263
chr7	149120399	149120899
chr7	149195140	149195640
chr7	149389655	149390155
chr7	149412359	149412859
chr7	149461654	149462154
chr7	149917641	149918141
chr7	150037460	150037960
chr7	150068670	150069170
chr7	150497810	150498310
chr7	150554920	150555420
chr7	150655456	150655956
chr7	150705760	150706260
chr7	150710350	150710850
chr7	151078963	151079463
chr7	151107745	151108245
chr7	151145235	151145735
chr7	151421669	151422169
chr7	151479990	151480490
chr7	152621917	152622417
chr7	153585318	153585818
chr7	154001965	154002465
chr7	154587183	154587683
chr7	154704747	154705247
chr7	155142189	155142689
chr7	155164058	155164558
chr7	155254824	155255324
chr7	155283019	155283519
chr7	155301754	155302254
chr7	155600693	155601193
chr7	156400519	156401019
chr7	156407024	156407524
chr7	156741473	156741973
chr7	156797319	156797819
chr7	156814573	156815073
chr7	156871055	156871555
chr7	156932423	156932923
chr7	157069803	157070303
chr7	157095098	157095598
chr7	157131090	157131590
chr7	157361013	157361513
chr7	157405510	157406010
chr7	157455775	157456275
chr7	157485387	157485887
chr7	157561475	157561975
chr7	157577686	157578186
chr7	157667570	157668070
chr7	157690060	157690560
chr7	157700997	157701497
chr7	157996643	157997143
chr7	158110335	158110835
chr7	158380829	158381329
